t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
5.633689,70.9210,0.6630,3.0170,222.42,move_early
5.692365,58.6760,0.9100,3.0440,225.17,move_early
5.714122,21.7570,1.1780,3.4360,227.51,move_early
5.727287,13.1650,1.1310,3.8630,228.56,move_early
5.741398,14.1110,1.3520,3.0140,228.88,move_early
5.757487,16.0890,0.9260,3.6940,229.46,move_early
5.773943,16.4560,1.0210,3.0180,230.12,move_early
5.833329,59.3860,0.8700,3.0470,230.79,move_early
5.866713,33.3840,0.9690,3.3980,233.15,move_early
5.894335,27.6220,1.1830,3.0250,234.49,move_early
5.919698,25.3630,1.1890,4.3040,235.83,move_early
5.937139,17.4410,1.3440,4.1640,236.93,move_early
5.961374,24.2350,0.9990,3.2180,237.60,move_early
5.977568,16.1940,0.8390,2.9930,238.58,move_early
5.993047,15.4790,0.9260,3.2620,238.88,move_early
6.016622,23.5750,0.8040,3.0150,239.55,move_early
6.040187,23.5650,0.8270,2.9970,240.21,move_early
6.053622,13.4350,1.1340,3.0170,241.08,move_early
6.067875,14.2530,1.0030,3.0160,241.74,move_early
6.137120,69.2450,0.9730,3.0120,242.41,move_early
6.154085,16.9650,1.1290,3.0130,245.23,move_early
6.221156,67.0710,1.0490,3.1970,245.98,move_early
6.243709,22.5530,1.0950,3.0190,248.56,move_early
6.262823,19.1140,1.0310,3.0170,249.89,move_early
6.278837,16.0140,1.0820,4.2130,250.67,move_early
6.293573,14.7360,1.0630,3.1950,251.29,move_early
6.308708,15.1350,0.9880,3.0240,251.51,move_early
6.322065,13.3570,0.8080,3.0080,252.18,move_early
6.334672,12.6070,0.9110,3.0350,252.85,move_early
6.346702,12.0300,0.8500,3.0240,253.49,move_early
6.357672,10.9700,0.6980,3.0260,253.98,move_early
6.368141,10.4690,0.8570,3.2060,254.40,move_early
6.384830,16.6890,0.7200,3.0590,254.83,move_early
6.404717,19.8870,0.7740,3.0040,255.36,move_early
6.422702,17.9850,1.0430,3.0300,255.92,move_early
6.502447,79.7450,1.0290,3.0030,256.56,move_early
6.516110,13.6630,0.8790,4.1950,259.89,move_early
6.537604,21.4940,1.2920,3.2400,260.56,move_early
6.607287,69.6830,1.2330,3.0260,261.65,move_early
6.628381,21.0940,1.0760,3.0180,263.89,move_early
6.648533,20.1520,1.3190,3.0210,265.23,move_early
6.672321,23.7880,1.1300,2.9930,266.09,move_early
6.692558,20.2370,1.2050,2.9940,267.08,move_early
6.724315,31.7570,1.4860,2.9960,268.01,move_early
6.806548,82.2330,1.4980,3.0190,269.27,move_early
6.848747,42.1990,1.8190,4.6570,271.81,move_early
6.871730,22.9830,1.6350,7.3140,273.48,move_early
6.900826,29.0960,1.4130,4.6860,275.04,move_early
6.918785,17.9590,1.2140,4.7530,276.21,move_early
6.943294,24.5090,1.2330,5.4100,276.89,move_early
6.967487,24.1930,1.0070,3.0640,277.87,move_early
6.980577,13.0900,1.0500,4.1140,278.87,move_early
6.998545,17.9680,1.1300,4.0890,279.35,move_early
7.011130,12.5850,0.9050,3.6420,280.08,move_early
7.037978,26.8480,1.1350,4.1210,280.61,move_early
7.054541,16.5630,1.2400,5.0570,281.45,move_early
7.119371,64.8300,1.5630,2.9130,282.22,move_early
7.134255,14.8840,0.9600,4.1360,284.56,move_early
7.156265,22.0100,0.9780,3.8450,285.23,move_early
7.171899,15.6340,0.8790,2.9100,286.34,move_early
7.185908,14.0090,1.0300,2.9220,286.99,move_early
7.195657,9.7490,0.7960,5.1890,287.52,move_early
7.258976,63.3190,0.6120,2.9420,287.90,move_early
7.276328,17.3520,0.5860,4.1040,289.81,move_early
7.293262,16.9340,0.8750,3.2130,290.56,move_early
7.313702,20.4400,0.6760,2.9300,291.23,move_early
7.334623,20.9210,1.0890,3.5650,292.08,move_early
7.357402,22.7790,0.9190,3.5450,292.94,move_early
7.394455,37.0530,1.1940,4.7210,293.81,move_early
7.413545,19.0900,1.4310,2.9310,295.61,move_early
7.491705,78.1600,1.3120,2.9140,296.56,move_early
7.521033,29.3280,1.2170,4.0860,299.23,move_early
7.547190,26.1570,1.2880,4.1190,300.56,move_early
7.566790,19.6000,1.1270,4.1130,302.04,move_early
7.594469,27.6790,1.1450,6.0890,302.82,move_early
7.612582,18.1130,1.1830,2.9240,303.95,move_early
7.637419,24.8370,1.3330,2.9000,304.71,move_early
7.662475,25.0560,2.6380,2.9010,305.65,move_early
7.674183,11.7080,1.1420,4.1290,306.65,move_early
7.750482,76.2990,1.0740,2.8960,307.09,move_early
7.775535,25.0530,0.9850,4.1290,309.86,move_early
7.790352,14.8170,1.3530,4.9250,310.85,move_early
7.814592,24.2400,1.1990,2.8880,311.74,move_early
7.830272,15.6800,0.9080,2.9000,312.75,move_early
7.845757,15.4850,1.2670,4.0360,313.35,move_early
7.861529,15.7720,1.1590,3.2190,313.99,move_early
7.875530,14.0010,1.2640,2.8590,314.62,move_early
7.887803,12.2730,1.1400,4.1090,315.11,move_early
7.902433,14.6300,0.7260,2.8820,315.64,move_early
7.924662,22.2290,0.8490,3.1860,316.25,move_early
7.936861,12.1990,1.0340,4.1110,316.91,move_early
8.006522,69.6610,1.1100,2.8660,317.58,move_early
8.080155,73.6330,0.9180,2.8950,319.89,move_early
8.115208,35.0530,1.2670,2.8770,323.06,move_early
8.128801,13.5930,1.3920,4.0210,324.56,move_early
8.141672,12.8710,1.4810,4.0850,325.23,move_early
8.163949,22.2770,1.3470,4.1310,325.51,move_early
8.188563,24.6140,1.3900,3.8380,326.44,move_early
8.222462,33.8990,1.4370,2.8900,327.10,move_early
8.237935,15.4730,1.3930,3.5800,328.44,move_early
8.318433,80.4980,1.5610,4.1310,329.22,move_early
8.391772,73.3390,1.2950,3.5740,332.56,move_early
8.414666,22.8940,1.2800,2.8650,335.52,move_early
8.436665,21.9990,1.3310,3.1680,336.56,move_early
8.457546,20.8810,1.2760,2.8920,337.30,move_early
8.487867,30.3210,1.3440,4.4700,338.14,move_early
8.502533,14.6660,1.4030,2.8530,339.23,move_early
8.516112,13.5790,1.1940,4.1190,340.16,move_early
8.527900,11.7880,0.9440,4.0590,340.77,move_early
8.547205,19.3050,0.9650,4.0840,341.25,move_early
8.568543,21.3380,0.9980,2.8660,342.04,move_early
8.582939,14.3960,1.1680,3.8030,342.82,move_early
8.602208,19.2690,1.4920,2.8440,343.44,move_early
8.615011,12.8030,0.9840,2.8720,344.19,move_early
8.627734,12.7230,1.1080,2.9010,344.72,move_early
8.639691,11.9570,0.9290,5.3120,345.25,move_early
8.666038,26.3470,1.0300,2.8610,345.75,move_early
8.679646,13.6080,1.1560,4.1180,346.42,move_early
8.701147,21.5010,1.0340,4.1060,347.03,move_early
8.728429,27.2820,0.8570,2.8700,347.69,move_early
8.741138,12.7090,1.0320,4.0790,348.60,move_early
8.817492,76.3540,0.9210,2.8720,349.26,move_early
8.834089,16.5970,1.0750,2.8710,352.55,move_early
8.855215,21.1260,1.3470,2.9000,353.23,move_early
8.879177,23.9620,1.1760,2.8370,354.39,move_early
8.899511,20.3340,1.3000,2.8560,355.34,move_early
8.914404,14.8930,1.3460,2.8400,356.15,move_early
8.934720,20.3160,1.2680,2.8400,356.74,move_early
8.954590,19.8700,1.2460,2.8440,357.56,move_early
8.973358,18.7680,1.1360,3.7680,358.33,move_early
9.049411,76.0530,1.0790,2.9750,359.06,move_early
9.075906,26.4950,0.9570,2.9930,361.83,move_early
9.155047,79.1410,1.4650,3.1040,362.88,move_early
9.185192,30.1450,1.3510,3.0850,365.89,move_early
9.203396,18.2040,1.3580,3.2470,367.62,move_early
9.237092,33.6960,1.5590,4.6410,367.98,move_early
9.261512,24.4200,1.3320,3.2420,369.32,move_early
9.273442,11.9300,1.2620,4.5020,370.29,move_early
9.292626,19.1840,1.1910,3.2710,371.07,move_early
9.306209,13.5830,0.9610,3.2370,371.90,move_early
9.390895,84.6860,1.1610,3.2310,372.39,move_early
9.418742,27.8470,1.1130,3.2360,375.23,move_early
