t_s,frame_ms,cpu_ms,gpu_ms,dist_m,phase
2.508020,13.7780,0.7110,3.0570,99.55,move_early
2.521578,13.5580,0.9620,3.2690,100.21,move_early
2.532267,10.6890,0.7240,4.4620,100.88,move_early
2.549528,17.2610,0.6730,3.9330,101.55,move_early
2.560012,10.4840,0.7230,2.6990,102.21,move_early
2.572123,12.1110,0.8110,3.2350,102.82,move_early
2.584748,12.6250,0.6740,2.6750,103.31,move_early
2.602731,17.9830,0.6130,3.0540,103.81,move_early
2.614175,11.4440,0.7050,4.4750,104.47,move_early
2.623487,9.3120,0.7240,3.8460,104.99,move_early
2.634707,11.2200,0.6500,2.8960,105.35,move_early
2.656566,21.8590,0.6320,2.7070,105.80,move_early
2.668511,11.9450,0.6530,2.7170,106.33,move_early
2.683819,15.3080,0.8680,2.6830,106.86,move_early
2.694579,10.7600,0.7380,4.7850,107.40,move_early
2.705323,10.7440,0.7710,3.5360,107.93,move_early
2.740400,35.0770,0.6630,2.6950,108.45,move_early
2.750952,10.5520,0.6540,2.7030,109.40,move_early
2.784822,33.8700,0.7560,2.7000,110.06,move_early
2.797117,12.2950,0.6520,3.0710,111.54,move_early
2.811577,14.4600,1.2790,2.7070,112.34,move_early
2.827990,16.4130,0.9680,5.0240,112.90,move_early
2.872082,44.0920,0.7850,4.7920,113.54,move_early
2.883636,11.5540,0.7950,2.7230,114.69,move_early
2.897679,14.0430,1.0840,3.7110,115.55,move_early
2.913147,15.4680,0.8240,2.7060,116.34,move_early
2.925001,11.8540,0.7600,2.7410,116.97,move_early
2.940949,15.9480,0.9660,2.7000,117.42,move_early
2.961269,20.3200,0.7180,2.7380,118.08,move_early
2.972996,11.7270,0.7320,2.7110,118.84,move_early
2.983474,10.4780,0.8800,2.7440,119.34,move_early
3.001508,18.0340,0.8360,4.5990,119.76,move_early
3.021638,20.1300,0.7220,3.9190,120.42,move_early
3.038918,17.2800,0.8600,2.7190,121.09,move_early
3.049784,10.8660,0.7980,3.7940,121.76,move_early
3.064615,14.8310,0.7100,2.7270,122.37,move_early
3.075462,10.8470,0.7010,2.7120,122.98,move_early
3.110432,34.9700,0.6880,2.7250,123.44,move_early
3.121403,10.9710,0.7270,4.5930,124.21,move_early
3.134027,12.6240,1.0320,2.7140,124.87,move_early
3.144179,10.1520,0.8130,2.7300,125.48,move_early
3.155058,10.8790,0.7280,2.7260,126.10,move_early
3.164262,9.2040,0.6590,2.6910,126.61,move_early
3.173082,8.8200,0.5870,2.7080,126.97,move_early
3.182436,9.3540,0.5630,2.6690,127.33,move_early
3.193880,11.4440,0.6050,2.6960,127.70,move_early
3.205003,11.1230,0.6280,2.7110,128.15,move_early
3.223855,18.8520,0.6530,2.6810,128.59,move_early
3.236209,12.3540,0.7130,2.6870,129.04,move_early
3.245925,9.7160,0.8620,3.7710,129.48,move_early
3.268481,22.5560,0.7280,2.6680,129.93,move_early
3.305145,36.6640,0.8240,2.7130,130.52,move_early
3.318360,13.2150,0.8530,2.6900,131.99,move_early
3.334251,15.8910,1.0470,2.6970,132.66,move_early
3.372966,38.7150,0.7430,3.8720,133.33,move_early
3.388955,15.9890,0.8100,2.6860,134.70,move_early
3.404927,15.9720,0.9680,4.7950,135.54,move_early
3.421169,16.2420,0.8950,2.6500,136.37,move_early
3.432122,10.9530,0.7580,2.6890,137.17,move_early
3.443709,11.5870,0.8140,2.6700,137.71,move_early
3.481579,37.8700,0.6990,2.6710,138.16,move_early
3.503895,22.3160,0.7020,2.6730,139.17,move_early
3.516764,12.8690,1.1160,2.7070,139.97,move_early
3.529745,12.9810,0.9080,3.7510,140.77,move_early
3.543016,13.2710,0.7310,2.6900,141.57,move_early
3.552508,9.4920,0.6790,2.9750,142.14,move_early
3.566676,14.1680,0.6790,2.6610,142.51,move_early
3.579416,12.7400,0.7050,2.7180,143.09,move_early
3.591190,11.7740,0.8770,3.9400,143.63,move_early
3.600348,9.1580,0.6850,2.7320,144.06,move_early
3.617228,16.8800,0.6300,2.6650,144.48,move_early
3.636030,18.8020,0.6270,2.7220,144.98,move_early
3.646422,10.3920,0.7170,3.5730,145.48,move_early
3.687529,41.1070,0.7170,2.6590,145.98,move_early
3.725239,37.7100,0.7900,2.6640,147.29,move_early
3.770734,45.4950,0.9980,2.6750,148.78,move_early
3.797430,26.6960,0.9010,2.6800,150.62,move_early
3.810933,13.5030,1.1320,2.6620,151.95,move_early
3.854691,43.7580,0.8510,3.8220,152.87,move_early
3.868500,13.8090,0.7280,2.6540,154.20,move_early
3.881555,13.0550,1.0100,2.6680,155.18,move_early
3.893937,12.3820,0.8120,2.6410,155.35,move_early
3.906186,12.2490,0.7550,3.8770,155.85,move_early
3.919280,13.0940,0.7600,2.6790,156.33,move_early
3.929765,10.4850,0.7280,2.7120,156.78,move_early
3.939308,9.5430,0.6950,3.8900,157.22,move_early
3.949367,10.0590,0.7370,2.6740,157.67,move_early
3.960044,10.6770,0.7950,2.9040,158.07,move_early
3.974616,14.5720,0.7270,3.6260,158.51,move_early
3.990578,15.9620,0.9640,3.2470,158.96,move_early
4.001851,11.2730,0.7660,2.6960,159.40,move_early
4.015639,13.7880,0.8130,3.7310,159.85,move_early
4.056817,41.1780,0.6630,2.6770,160.38,move_early
4.076275,19.4580,0.7810,2.6630,162.41,move_early
4.087691,11.4160,0.9770,2.6820,163.17,move_early
4.104111,16.4200,0.7700,2.6680,163.84,move_early
4.116586,12.4750,0.7590,2.6750,164.62,move_early
4.127681,11.0950,1.0090,2.6620,165.09,move_early
4.137005,9.3240,0.7610,3.8260,165.53,move_early
4.141249,4.2440,0.7400,2.6680,165.89,move_early
4.145467,4.2180,0.6350,2.7000,166.05,move_early
4.148612,3.1450,0.5980,2.6600,166.22,move_early
4.153361,4.7490,0.5560,3.9230,166.38,move_early
4.158543,5.1820,0.5630,2.6870,166.54,move_early
4.181389,22.8460,0.5870,2.9400,166.75,move_early
4.192340,10.9510,0.6310,3.9380,167.02,move_early
4.200580,8.2400,0.8100,3.2530,167.44,move_early
4.204267,3.6870,0.6860,2.7340,167.77,move_early
4.207778,3.5110,0.6620,2.6840,168.02,move_early
4.226265,18.4870,0.5700,2.6800,168.27,move_early
4.236819,10.5540,0.6070,2.9250,168.81,move_early
4.251949,15.1300,0.8720,2.6950,169.22,move_early
4.287680,35.7310,0.6140,2.6770,169.82,move_early
4.309922,22.2420,0.6560,2.6820,171.62,move_early
4.321792,11.8700,0.9780,2.6890,172.50,move_early
4.332174,10.3820,0.8300,2.7310,173.17,move_early
4.341750,9.5760,0.7740,4.5010,173.37,move_early
4.351227,9.4770,0.6740,2.7230,174.04,move_early
4.360942,9.7150,0.6280,2.6940,174.37,move_early
4.370722,9.7800,0.5950,2.7050,174.77,move_early
4.380612,9.8900,0.8420,2.7020,175.22,move_early
4.390197,9.5850,0.6680,2.7380,175.62,move_early
4.401745,11.5480,0.6480,2.7300,176.03,move_early
4.411581,9.8360,0.6890,3.3380,176.43,move_early
4.434589,23.0080,0.7210,2.7320,176.83,move_early
4.446716,12.1270,0.8920,2.9600,177.24,move_early
4.461623,14.9070,0.8940,2.7410,177.66,move_early
4.474851,13.2280,0.6730,2.6970,178.22,move_early
4.489458,14.6070,0.7470,2.7510,178.76,move_early
4.502829,13.3710,0.7750,2.7450,179.33,move_early
4.512060,9.2310,0.6740,2.7540,179.85,move_early
4.529994,17.9340,0.5480,2.7050,180.35,move_early
4.534637,4.6430,0.6410,2.7480,180.94,move_early
4.546411,11.7740,0.5630,2.6970,181.44,move_early
4.558069,11.6580,0.6120,2.6790,181.94,move_early
4.600646,42.5770,0.5920,2.7360,182.44,move_early
4.620449,19.8030,0.5720,2.7070,183.80,move_early
4.638201,17.7520,0.9420,2.6820,184.92,move_early
4.652547,14.3460,0.8040,2.6800,185.61,move_early
4.664860,12.3130,0.7230,2.6980,186.52,move_early
4.676627,11.7670,0.6730,2.6750,186.69,move_early
